# name	type	package	section	arguments
repeat-forward-search	Function	editor	search-regexp	repeat-forward-search
replace	Function	lisp	sequences	replace SEQUENCE1 SEQUENCE2 &key :start1 :end1 :start2 :end2
replace-buffer	Function	editor	search-regexp	replace-buffer PATTERN REPLACEMENT &key :case-fold :tail :regexp :left-bound :right-bound :once :literal :last-match
replace-match	Function	editor	search-regexp	replace-match STRING &key :literal
replace-string	Function	editor	search-regexp	replace-string PATTERN REPLACEMENT &optional NOERROR
require	Function	lisp	evaluation	require MODULE-NAME &optional PATHNAME
resolve-shortcut	Function	editor	filesystem	resolve-shortcut PATHNAME
rest	Function	lisp	lists	rest LIST
restore-window-configuration-register	Function	editor	windows	restore-window-configuration-register R
return	Macro	lisp	control-flow	return &optional RESULT
return-from	Special Form	lisp	control-flow	return-from NAME [RESULT]
revappend	Function	lisp	lists	revappend X Y
reverse	Function	lisp	sequences	reverse SEQUENCE
reverse-region	Function	editor	regions	reverse-region FROM TO &optional TEMPORARY
rewind-ime-composition	Function	editor	strings	rewind-ime-composition &optional NODELETE POP
rotatef	Macro	lisp	variables	rotatef {PLACE}*
round	Function	lisp	numbers	NUMBER &optional DIVISOR
row-major-aref	Function	lisp	arrays	row-major-aref ARRAY INDEX
rplaca	Function	lisp	lists	rplaca X Y
rplacd	Function	lisp	lists	rplacd X Y
run-admin-console	Function	editor	processes	run-admin-console
run-console	Function	editor	processes	run-console
run-hook-with-args	Function	editor	modes	run-hook-with-args HOOK &rest ARGS
run-hook-with-args-until-success	Function	editor	modes	run-hook-with-args-until-success HOOK &rest ARGS
run-hook-with-args-while-success	Function	editor	modes	run-hook-with-args-while-success HOOK &rest ARGS
run-hooks	Function	editor	modes	run-hooks &rest HOOKLIST
safe-caaaar	Function	lisp	lists	safe-caaaar X
safe-caaadr	Function	lisp	lists	safe-caaadr X
safe-caaar	Function	lisp	lists	safe-caaar X
safe-caadar	Function	lisp	lists	safe-caadar X
safe-caaddr	Function	lisp	lists	safe-caaddr X
safe-caadr	Function	lisp	lists	safe-caadr X
safe-caar	Function	lisp	lists	safe-caar X
safe-cadaar	Function	lisp	lists	safe-cadaar X
safe-cadadr	Function	lisp	lists	safe-cadadr X
safe-cadar	Function	lisp	lists	safe-cadar X
safe-caddar	Function	lisp	lists	safe-caddar X
safe-cadddr	Function	lisp	lists	safe-cadddr X
safe-caddr	Function	lisp	lists	safe-caddr X
safe-cadr	Function	lisp	lists	safe-cadr X
safe-car	Function	lisp	lists	safe-car X
safe-cdaaar	Function	lisp	lists	safe-cdaaar X
safe-cdaadr	Function	lisp	lists	safe-cdaadr X
safe-cdaar	Function	lisp	lists	safe-cdaar X
safe-cdadar	Function	lisp	lists	safe-cdadar X
safe-cdaddr	Function	lisp	lists	safe-cdaddr X
safe-cdadr	Function	lisp	lists	safe-cdadr X
safe-cdar	Function	lisp	lists	safe-cdar X
safe-cddaar	Function	lisp	lists	safe-cddaar X
safe-cddadr	Function	lisp	lists	safe-cddadr X
safe-cddar	Function	lisp	lists	safe-cddar X
safe-cdddar	Function	lisp	lists	safe-cdddar X
safe-cddddr	Function	lisp	lists	safe-cddddr X
safe-cdddr	Function	lisp	lists	safe-cdddr X
safe-cddr	Function	lisp	lists	safe-cddr X
safe-cdr	Function	lisp	lists	safe-cdr X
save-all-buffers	Function	editor	filesystem	save-all-buffers
save-all-buffers-kill-xyzzy	Function	editor	filesystem	save-all-buffers-kill-xyzzy
save-buffer	Function	editor	filesystem	save-buffer &optional CHAR-ENCODING EOL-CODE
save-buffers-kill-xyzzy	Function	editor	filesystem	save-buffers-kill-xyzzy &optional VERBOSE
save-excursion	Special Form	editor	positions	save-excursion {FORM}*
save-restriction	Special Form	editor	positions	save-restriction {FORM}*
save-session	Function	editor	buffers	save-session FILENAME &optional NOWARN
save-session-dialog	Function	editor	buffers	save-session-dialog
save-some-buffers	Function	editor	filesystem	save-some-buffers &optional VERBOSE (FN #'WRITE-FILE)
save-window-configuration-to-register	Function	editor	windows	save-window-configuration-to-register R
save-window-excursion	Special Form	editor	windows	save-window-excursion {FORM}*
scan-buffer	Function	editor	search-regexp	scan-buffer PATTERN &key :no-dup :case-fold :reverse :tail :regexp :limit :left-bound :right-bound :last-match
schar	Function	lisp	strings	schar SIMPLE-STRING INDEX
screen-height	Function	editor	windows	screen-height
screen-width	Function	editor	windows	screen-width
scroll-down-both-window	Function	editor	windows	scroll-down-both-window
scroll-down-other-window	Function	editor	windows	scroll-down-other-window &optional (ARG 1)
scroll-left	Function	editor	windows	scroll-left &optional ARG
scroll-other-window	Function	editor	windows	scroll-other-window &optional ARG
scroll-right	Function	editor	windows	scroll-right &optional ARG
scroll-up-both-window	Function	editor	windows	scroll-up-both-window
scroll-up-other-window	Function	editor	windows	scroll-up-other-window &optional (ARG 1)
scroll-window	Function	editor	windows	scroll-window ARG
scroll-window-horizontally	Function	editor	windows	scroll-window-horizontally ARG
search-backward	Function	editor	search-regexp	search-backward PATTERN &optional NOERROR
search-backward-again	Function	editor	search-regexp	search-backward-again
search-forward	Function	editor	search-regexp	search-forward PATTERN &optional NOERROR
search-forward-again	Function	editor	search-regexp	search-forward-again
second	Function	lisp	lists	second X
select-buffer	Function	editor	buffers	select-buffer
select-pseudo-frame	Function	editor	windows	select-pseudo-frame FRAME
selected-buffer	Function	editor	buffers	selected-buffer
selected-pseudo-frame	Function	editor	windows	selected-pseudo-frame
selected-window	Function	editor	windows	selected-window
selection-backward-char	Function	editor	regions	selection-backward-char &optional (ARG 1)
selection-backward-word	Function	editor	regions	selection-backward-word &optional (ARG 1)
selection-beginning-of-buffer	Function	editor	regions	selection-beginning-of-buffer
selection-beginning-of-line	Function	editor	regions	selection-beginning-of-line
selection-beginning-of-virtual-line	Function	editor	regions	selection-beginning-of-virtual-line
selection-end-of-buffer	Function	editor	regions	selection-end-of-buffer
selection-end-of-line	Function	editor	regions	selection-end-of-line
selection-end-of-virtual-line	Function	editor	regions	selection-end-of-virtual-line
selection-forward-char	Function	editor	regions	selection-forward-char &optional (ARG 1)
selection-forward-word	Function	editor	regions	selection-forward-word &optional (ARG 1)
selection-mark	Function	editor	positions	selection-mark
selection-next-page	Function	editor	regions	selection-next-page &optional (ARG 1)
selection-next-virtual-line	Function	editor	regions	selection-next-virtual-line &optional (ARG 1)
selection-paragraph	Function	editor	regions	selection-paragraph
selection-point	Function	editor	positions	selection-point
selection-previous-page	Function	editor	regions	selection-previous-page &optional (ARG 1)
selection-previous-virtual-line	Function	editor	regions	selection-previous-virtual-line &optional (ARG 1)
selection-start-end	Macro	editor	regions	selection-start-end (START END) &body BODY
selection-whole-buffer	Function	editor	regions	selection-whole-buffer
self-insert-command	Function	editor	text	self-insert-command &optional (ARG 1)
sequencep	Function	lisp	datatypes	sequencep OBJECT
set	Function	lisp	variables	set SYMBOL VALUE
set-buffer	Function	editor	buffers	set-buffer BUFFER
set-buffer-alternate-file-name	Function	editor	buffers	set-buffer-alternate-file-name NAME &optional BUFFER
set-buffer-colors	Function	editor	buffers	set-buffer-colors COLORS &optional BUFFER
set-buffer-eol-code	Function	editor	buffers	set-buffer-eol-code CODE &optional BUFFER
set-buffer-file-name	Function	editor	buffers	set-buffer-file-name FILE-NAME &optional BUFFER
set-buffer-fileio-encoding	Function	editor	buffers	set-buffer-fileio-encoding CODE &optional BUFFER
set-buffer-fold-type-column	Function	editor	buffers	set-buffer-fold-type-column
set-buffer-fold-type-column-update	Function	editor	buffers	set-buffer-fold-type-column-update
set-buffer-fold-type-none	Function	editor	buffers	set-buffer-fold-type-none
set-buffer-fold-type-none-update	Function	editor	buffers	set-buffer-fold-type-none-update
set-buffer-fold-type-window	Function	editor	buffers	set-buffer-fold-type-window
set-buffer-fold-type-window-update	Function	editor	buffers	set-buffer-fold-type-window-update
set-buffer-fold-width	Function	editor	text	set-buffer-fold-width WIDTH &optional BUFFER
set-buffer-modified-p	Function	editor	buffers	set-buffer-modified-p FLAG &optional BUFFER
set-buffer-package	Function	editor	buffers	set-buffer-package PACKAGE-NAME
set-default	Function	lisp	variables	set-default SYMBOL VALUE
set-default-directory	Function	editor	filesystem	set-default-directory DIRECTORY &optional BUFFER
set-default-fold-width	Function	editor	windows	set-default-fold-width WIDTH
set-difference	Function	lisp	lists	set-difference LIST1 LIST2 &rest REST &key :test :test-not :key
set-dispatch-macro-character	Function	lisp	io	set-dispatch-macro-character DISP-CHAR SUB-CHAR FUNCTION &optional READTABLE
set-exclusive-or	Function	lisp	lists	set-exclusive-or LIST1 LIST2 &rest REST &key :test :test-not :key
set-extended-key-translate-table	Function	editor	keymaps	set-extended-key-translate-table KEY C
set-file-write-time	Function	lisp	filesystem	set-file-write-time FILENAME UNIVERSAL-TIME
set-filer-font	Function	editor	text	set-filer-font & :face :size :size-pixel-p
set-fill-column	Function	editor	positions	set-fill-column &optional (COL (CURRENT-COLUMN))
set-fill-prefix	Function	editor	misc	set-fill-prefix
set-function-bar-label	Function	editor	keymaps	set-function-bar-label CHAR LABEL
set-goal-column	Function	editor	positions	set-goal-column COLUMN
set-kinsoku-chars	Function	editor	text	set-kinsoku-chars BOL-CHARS EOL-CHARS &optional BUFFER
set-local-window-flags	Function	editor	windows	set-local-window-flags WINDOW-OR-BUFFER FLAGS ON-OR-OFF
set-macro-character	Function	lisp	io	set-macro-character CHAR FUNCTION &optional NON-TERMINATING-P READTABLE
set-mark	Function	editor	positions	set-mark &optional POINT
set-mark-command	Function	editor	positions	set-mark-command
set-marker	Function	editor	positions	set-marker MARKER &optional POINT
set-menu	Function	editor	menus	set-menu MENU
set-meta-bit	Function	editor	characters	set-meta-bit CHAR SET
set-minor-mode-map	Function	editor	modes	set-minor-mode-map KEYMAP &optional BUFFER
set-number-of-function-bar-labels	Function	editor	misc	set-number-of-function-bar-labels N
set-ole-event-handler	Function	editor	system	set-ole-event-handler OBJECT EVENT-NAME HANDLER
set-per-device-directory	Function	lisp	filesystem	set-per-device-directory DIRECTORY
set-process-eol-code	Function	editor	processes	set-process-eol-code PROCESS CODE
set-process-filter	Function	editor	processes	set-process-filter PROCESS FILTER
set-process-incode	Function	editor	processes	set-process-incode PROCESS CODE
set-process-outcode	Function	editor	processes	set-process-outcode PROCESS CODE
set-process-sentinel	Function	editor	processes	set-process-sentinel PROCESS SENTINEL
set-syntax-comment-column	Function	editor	syntax	set-syntax-comment-column SYNTAX-TABLE COLUMN
set-syntax-end-c++-comment	Function	editor	syntax	set-syntax-end-c++-comment SYNTAX-TABLE CHAR &optional PARSE-SEXP-IGNORE-COMMENT-P
set-syntax-end-comment	Function	editor	syntax	set-syntax-end-comment SYNTAX-TABLE CHAR &optional PARSE-SEXP-IGNORE-COMMENT-P MAYBE-COMMENT-END-P
set-syntax-end-multi-comment	Function	editor	syntax	set-syntax-end-multi-comment SYNTAX-TABLE STRING
set-syntax-escape	Function	editor	syntax	set-syntax-escape SYNTAX-TABLE CHAR
set-syntax-from-char	Function	lisp	macros	set-syntax-from-char TO-CHAR FROM-CHAR &optional TO-READTABLE FROM-READTABLE
set-syntax-junk	Function	editor	syntax	set-syntax-junk SYNTAX-TABLE CHAR
set-syntax-match	Function	editor	syntax	set-syntax-match SYNTAX-TABLE OPEN-CHAR CLOSE-CHAR
set-syntax-math	Function	editor	syntax	set-syntax-math SYNTAX-TABLE CHAR
set-syntax-option	Function	editor	syntax	set-syntax-option SYNTAX-TABLE OPTION
set-syntax-punctuation	Function	editor	syntax	set-syntax-punctuation SYNTAX-TABLE CHAR
set-syntax-quote	Function	editor	syntax	set-syntax-quote SYNTAX-TABLE CHAR
set-syntax-start-c++-comment	Function	editor	syntax	set-syntax-start-c++-comment SYNTAX-TABLE CHAR &optional PARSE-SEXP-IGNORE-COMMENT-P
set-syntax-start-column-comment	Function	editor	syntax	set-syntax-start-column-comment SYNTAX-TABLE CHAR &optional PARSE-SEXP-IGNORE-COMMENT-P
set-syntax-start-comment	Function	editor	syntax	set-syntax-start-comment SYNTAX-TABLE CHAR &optional PARSE-SEXP-IGNORE-COMMENT-P
set-syntax-start-multi-comment	Function	editor	syntax	set-syntax-start-multi-comment SYNTAX-TABLE STRING
set-syntax-string	Function	editor	syntax	set-syntax-string SYNTAX-TABLE CHAR
set-syntax-symbol	Function	editor	syntax	set-syntax-symbol SYNTAX-TABLE CHAR
set-syntax-symbol-prefix	Function	editor	syntax	set-syntax-symbol-prefix SYNTAX-TABLE CHAR
set-syntax-tag	Function	editor	syntax	set-syntax-tag SYNTAX-TABLE OPEN-CHAR CLOSE-CHAR
set-syntax-whitespace	Function	editor	syntax	set-syntax-whitespace SYNTAX-TABLE CHAR
set-syntax-word	Function	editor	syntax	set-syntax-word SYNTAX-TABLE CHAR
set-tab-columns	Function	editor	text	set-tab-columns COLUMN &optional BUFFER
set-text-attribute	Function	editor	text	set-text-attribute FROM TO TAG &key :foreground :background :bold :underline :strike-out :prefix :extend
set-text-color	Function	editor	text	set-text-color FROM TO &optional FOREGROUND BACKGROUND CHAR EXTEND-P
set-text-font	Function	editor	text	set-text-font LANG & :face :size :size-pixel-p
set-text-fontset	Function	editor	text	set-text-fontset FONTSET
set-variable	Function	editor	variables	set-variable VAR
set-window	Function	editor	windows	set-window WINDOW
set-window-configuration	Function	editor	windows	set-window-configuration CONF
set-window-flags	Function	editor	windows	set-window-flags FLAGS
setf	Macro	lisp	variables	setf {PLACE NEW-VALUE}*
setq	Special Form	lisp	variables	setq {VAR FORM}*
setq-default	Macro	editor	variables	setq-default VAR VAL
setup-temp-buffer	Function	editor	buffers	setup-temp-buffer BUFFER
seventh	Function	lisp	lists	seventh X
shell-execute	Function	editor	processes	shell-execute FILENAME &optional DIRECTORY PARAMS &key :verb
shift-region	Function	editor	regions	shift-region START END &optional (COLUMN (TAB-COLUMNS (SELECTED-BUFFER)))
shiftf	Macro	lisp	variables	shiftf {PLACE}+ NEWVALUE
short-float-p	Function	lisp	datatypes	short-float-p OBJECT
show-command-bar	Function	editor	menus	show-command-bar SYM
show-html-help	Function	editor	misc	show-html-help
show-tool-bar	Function	editor	menus	show-tool-bar NAME &optional EDGE X Y W
show-winhelp	Function	editor	misc	show-winhelp
shrink-window	Function	editor	windows	shrink-window &optional (ARG 1)
shrink-window-horizontally	Function	editor	windows	shrink-window-horizontally &optional (ARG 1)
si:*activate-toplevel	Function	system	misc	*activate-toplevel
si:*app-user-model-id	Function	system	misc	*app-user-model-id
si:*builtin-function-p	Function	system	datatypes	*builtin-function-p OBJECT
si:*builtin-package-p	Function	system	datatypes	*builtin-package-p OBJECT
si:*load-library	Function	system	evaluation	*load-library FILENAME &key :no-suffix :if-does-not-exist :no-message
si:*paste-hook*	Variable	system	variables	-
si:*set-readtable-case	Function	system	io	*set-readtable-case READTABLE CASE
si:*stream-line-number	Misc	system	io	*stream-line-number &optional STREAM
si:base64-decode	Function	system	misc	base64-decode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM FOLD-WIDTH
si:base64-encode	Function	system	misc	base64-encode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM
si:canonicalize-type	Function	system	datatypes	canonicalize-type TYPE
si:closure-variable	Function	system	misc	si:closure-variable CLOSURE
si:control-pressed	Function	system	system	control-pressed
si:dump-image-path	Function	system	system	dump-image-path
si:environ	Function	system	system	environ
si:get-key-state	Function	system	system	get-key-state VKEY
si:getenv	Function	system	system	getenv VARIABLE
si:getpid	Function	system	system	getpid
si:hmac-md5	Function	system	misc	hmac-md5 KEY INPUT-STRING-OR-STREAM &key :binary
si:hmac-sha-1	Function	system	misc	hmac-sha-1 KEY INPUT-STRING-OR-STREAM &key :binary
si:hmac-sha-224	Function	system	misc	hmac-sha-224 KEY INPUT-STRING-OR-STREAM &key :binary
si:hmac-sha-256	Function	system	misc	hmac-sha-256 KEY INPUT-STRING-OR-STREAM &key :binary
si:hmac-sha-384	Function	system	misc	hmac-sha-384 KEY INPUT-STRING-OR-STREAM &key :binary
si:hmac-sha-512	Function	system	misc	hmac-sha-512 KEY INPUT-STRING-OR-STREAM &key :binary
si:list-builtin-packages	Function	system	packages	list-builtin-packages
si:make-chunk	Function	system	chunks	make-chunk TYPE SIZE &optional SOURCE OFFSET
si:make-string-chunk	Function	system	chunks	make-string-chunk STRING
si:md5	Function	system	misc	md5 INPUT-STRING-OR-STREAM &key :binary
si:meta-pressed	Function	system	system	meta-pressed
si:octet-length	Function	system	misc	octet-length STRING &key :encoding :start :end
si:output-debug-string	Function	system	system	output-debug-string FMT &rest ARGS
si:putenv	Function	system	system	putenv VARIABLE &optional VALUE
si:quoted-printable-decode	Function	system	misc	quoted-printable-decode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM UNDERSCORE-TO-SPACE
si:search-path	Function	system	system	search-path FILE &optional PATH EXT
si:sha-1	Function	system	misc	sha-1 INPUT-STRING-OR-STREAM &key :binary
si:sha-224	Function	system	misc	sha-224 INPUT-STRING-OR-STREAM &key :binary
si:sha-256	Function	system	misc	sha-256 INPUT-STRING-OR-STREAM &key :binary
si:sha-384	Function	system	misc	sha-384 INPUT-STRING-OR-STREAM &key :binary
si:sha-512	Function	system	misc	sha-512 INPUT-STRING-OR-STREAM &key :binary
si:shift-pressed	Function	system	system	shift-pressed
si:system-root	Function	system	system	system-root
si:unpack-string	Function	system	chunks	unpack-string CHUNK OFFSET &optional SIZE ZERO-TERMINATING-P
si:uudecode	Function	system	misc	uudecode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM
si:uuencode	Function	system	misc	uuencode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM
si:uuid-create	Function	system	misc	uuid-create &key :sequential
si:www-url-decode	Function	system	misc	www-url-decode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM
si:www-url-encode	Function	system	misc	www-url-encode INPUT-STRING-OR-STREAM &optional OUTPUT-STREAM LITERAL-CHARS
signal-process	Function	editor	processes	signal-process PROCESS
signum	Function	lisp	numbers	signum NUMBER
simple-string	Misc	lisp	datatypes	-
simple-string-p	Function	lisp	datatypes	simple-string-p OBJECT
simple-vector-p	Function	lisp	datatypes	simple-vector-p OBJECT
sin	Function	lisp	numbers	sin RADIANS
single-float-p	Function	lisp	datatypes	single-float-p OBJECT
sinh	Function	lisp	numbers	sinh Z
sit-for	Function	editor	datetime	sit-for TIMEOUT &optional NO-REDRAW
sixth	Function	lisp	lists	sixth X
skip-chars-backward	Function	editor	search-regexp	skip-chars-backward CHARS
skip-chars-forward	Function	editor	search-regexp	skip-chars-forward CHARS
skip-syntax-spec-backward	Function	editor	search-regexp	skip-syntax-spec-backward SYNTAX-SPEC
skip-syntax-spec-forward	Function	editor	search-regexp	skip-syntax-spec-forward SYNTAX-SPEC
skip-token	Function	editor	positions	skip-token
skip-white-backward	Function	editor	positions	skip-white-backward
skip-white-forward	Function	editor	positions	skip-white-forward
sleep-for	Function	editor	datetime	sleep-for TIMEOUT
smart-indentation	Function	editor	text	smart-indentation COLUMN
socket-stream-ssl-p	Function	editor	io	socket-stream-ssl-p STREAM
software-type	Function	lisp	system	software-type
software-version	Function	lisp	system	software-version
some	Function	lisp	sequences	some PREDICATE SEQUENCE &rest MORE-SEQUENCES
sort	Function	lisp	sequences	sort SEQUENCE PREDICATE &key :key
spec-map	Variable	editor	keymaps	-
special	Misc	lisp	variables	-
special-file-p	Function	lisp	filesystem	special-file-p PATHNAME
special-form-p	Function	lisp	variables	special-form-p SYMBOL
specific-command-prefix	Function	editor	keymaps	specific-command-prefix
split-line	Function	editor	text	split-line
split-string	Function	editor	strings	split-string STRING SEPARATOR &optional IGNORE-EMPTY CHAR-BAG
split-window	Function	editor	windows	split-window &optional ARG VERTICAL
split-window-vertically	Function	editor	windows	split-window-vertically &optional ARG
sqrt	Function	lisp	numbers	sqrt NUMBER
ssl-do-handshake	Function	editor	io	ssl-do-handshake STREAM SERVER-NAME &key (:ssl-verify-mode :peer)
stable-sort	Function	lisp	sequences	stable-sort SEQUENCE PREDICATE &key :key
standard-char-p	Function	lisp	datatypes	standard-char-p CHAR
start-selection	Function	editor	regions	start-selection TYPE &optional TEMPORARY POINT
start-selection-as-line	Function	editor	regions	start-selection-as-line
start-selection-as-region	Function	editor	regions	start-selection-as-region
start-timer	Function	editor	datetime	start-timer INTERVAL FN &optional ONE-SHOT-P
start-xyzzy-server	Function	editor	system	start-xyzzy-server
step	Macro	lisp	control-flow	step FORM
stop-selection	Function	editor	positions	stop-selection
stop-timer	Function	editor	datetime	stop-timer FN
stop-xyzzy-server	Function	editor	system	stop-xyzzy-server
store-match-data	Function	editor	search-regexp	store-match-data DATA
streamp	Function	lisp	io	streamp OBJECT
string	Function	lisp	strings	string X
string-capitalize	Function	lisp	strings	string-capitalize STRING &key :start :end
string-downcase	Function	lisp	strings	string-downcase STRING &key :start :end
string-equal	Function	lisp	strings	string-equal STRING1 STRING2 &key :start1 :end1 :start2 :end2
string-greaterp	Function	lisp	strings	string-greaterp STRING1 STRING2 &key :start1 :end1 :start2 :end2
string-left-trim	Function	lisp	strings	string-left-trim CHARACTER-BAG STRING
string-lessp	Function	lisp	strings	string-lessp STRING1 STRING2 &key :start1 :end1 :start2 :end2
string-looking-at	Function	editor	strings	string-looking-at REGEXP STRING &key :start :end :case-fold
string-match	Function	editor	strings	string-match REGEXP STRING &optional START END
string-matchp	Function	editor	strings	string-matchp REGEXP STRING &optional START END
string-not-equal	Function	lisp	strings	string-not-equal STRING1 STRING2 &key :start1 :end1 :start2 :end2
string-not-greaterp	Function	lisp	strings	string-not-greaterp STRING1 STRING2 &key :start1 :end1 :start2 :end2
string-not-lessp	Function	lisp	strings	string-not-lessp STRING1 STRING2 &key :start1 :end1 :start2 :end2
string-rectangle	Function	editor	regions	string-rectangle P1 P2 STRING
string-rectangle-selection	Function	editor	regions	string-rectangle-selection STRING
string-replace-match	Function	editor	strings	string-replace-match STRING REPLACEMENT
string-right-trim	Function	lisp	strings	string-right-trim CHARACTER-BAG STRING
string-trim	Function	lisp	strings	string-trim CHARACTER-BAG STRING
string-upcase	Function	lisp	strings	string-upcase STRING &key :start :end
string/=	Function	lisp	strings	string/= STRING1 STRING2 &key :start1 :end1 :start2 :end2
string<	Function	lisp	strings	string< STRING1 STRING2 &key :start1 :end1 :start2 :end2
string<=	Function	lisp	strings	string<= STRING1 STRING2 &key :start1 :end1 :start2 :end2
string=	Function	lisp	strings	string= STRING1 STRING2 &key :start1 :end1 :start2 :end2
string>	Function	lisp	strings	string> STRING1 STRING2 &key :start1 :end1 :start2 :end2
string>=	Function	lisp	strings	string>= STRING1 STRING2 &key :start1 :end1 :start2 :end2
stringp	Function	lisp	datatypes	stringp OBJECT
sub-directory-p	Function	lisp	filesystem	sub-directory-p DIRECTORY PARENT
sublis	Function	lisp	lists	sublis ALIST TREE &key :test :test-not :key
subseq	Function	lisp	sequences	subseq SEQUENCE START &optional END
subsetp	Function	lisp	lists	subsetp LIST1 LIST2 &rest REST &key :test :test-not :key
subst	Function	lisp	lists	subst NEW OLD TREE &key :test :test-not :key
subst-if	Function	lisp	lists	subst-if NEW TEST TREE &key :key
subst-if-not	Function	lisp	lists	subst-if-not NEW TEST TREE &key :key
substitute	Function	lisp	sequences	substitute NEWITEM OLDITEM SEQUENCE &key :from-end :test :test-not :start :end :count :key
substitute-if	Function	lisp	sequences	substitute-if NEWITEM TEST SEQUENCE &key :from-end :start :end :count :key
substitute-if-not	Function	lisp	sequences	substitute-if-not NEWITEM TEST SEQUENCE &key :from-end :start :end :count :key
substitute-key-definition	Function	editor	keymaps	substitute-key-definition OLDDEF NEWDEF &optional (KEYMAP *global-keymap*) (OKEYMAP KEYMAP)
substitute-string	Function	editor	strings	substitute-string STRING PATTERN REPLACEMENT &key :case-fold :start :end :skip :count
substring	Function	lisp	strings	substring STRING START &optional END
subtypep	Function	lisp	datatypes	subtypep TYPE1 TYPE2
svref	Accessor	lisp	arrays	svref SIMPLE-VECTOR INDEX
switch-pseudo-frame	Function	editor	windows	switch-pseudo-frame NAME
switch-to-buffer	Function	editor	buffers	switch-to-buffer BUFFER &optional NOWARN
switch-to-buffer-other-window	Function	editor	buffers	switch-to-buffer-other-window BUFFER &optional NOWARN
symbol-function	Function	lisp	variables	symbol-function SYMBOL
symbol-name	Function	lisp	symbols	symbol-name SYMBOL
symbol-package	Function	lisp	symbols	symbol-package SYMBOL
symbol-plist	Function	lisp	symbols	symbol-plist SYMBOL
symbol-value	Function	lisp	symbols	symbol-value SYMBOL
symbolp	Function	lisp	datatypes	symbolp OBJECT
syntax-c++-comment-p	Function	editor	syntax	syntax-c++-comment-p CHAR &optional SYNTAX-TABLE
syntax-close-p	Function	editor	syntax	syntax-close-p CHAR &optional SYNTAX-TABLE
syntax-close-tag-p	Function	editor	syntax	syntax-close-tag-p CHAR &optional SYNTAX-TABLE
syntax-end-c++-comment-p	Function	editor	syntax	syntax-end-c++-comment-p CHAR &optional SYNTAX-TABLE
syntax-end-comment-p	Function	editor	syntax	syntax-end-comment-p CHAR &optional SYNTAX-TABLE
syntax-end-multi-comment-1-p	Function	editor	syntax	syntax-end-multi-comment-1-p CHAR &optional SYNTAX-TABLE
syntax-end-multi-comment-2-p	Function	editor	syntax	syntax-end-multi-comment-2-p CHAR &optional SYNTAX-TABLE
syntax-escape-p	Function	editor	syntax	syntax-escape-p CHAR &optional SYNTAX-TABLE
syntax-junk-p	Function	editor	syntax	syntax-junk-p CHAR &optional SYNTAX-TABLE
syntax-math-p	Function	editor	syntax	syntax-math-p CHAR &optional SYNTAX-TABLE
syntax-open-p	Function	editor	syntax	syntax-open-p CHAR &optional SYNTAX-TABLE
syntax-open-tag-p	Function	editor	syntax	syntax-open-tag-p CHAR &optional SYNTAX-TABLE
syntax-punctuation-p	Function	editor	syntax	syntax-punctuation-p CHAR &optional SYNTAX-TABLE
syntax-quote-p	Function	editor	syntax	syntax-quote-p CHAR &optional SYNTAX-TABLE
syntax-start-column-comment-p	Function	editor	syntax	syntax-start-column-comment-p CHAR &optional SYNTAX-TABLE
syntax-start-comment-p	Function	editor	syntax	syntax-start-comment-p CHAR &optional SYNTAX-TABLE
syntax-start-multi-comment-1-p	Function	editor	syntax	syntax-start-multi-comment-1-p CHAR &optional SYNTAX-TABLE
syntax-start-multi-comment-2-p	Function	editor	syntax	syntax-start-multi-comment-2-p CHAR &optional SYNTAX-TABLE
syntax-string-p	Function	editor	syntax	syntax-string-p CHAR &optional SYNTAX-TABLE
syntax-symbol-p	Function	editor	syntax	syntax-symbol-p CHAR &optional SYNTAX-TABLE
syntax-symbol-prefix-p	Function	editor	syntax	syntax-symbol-prefix-p CHAR &optional SYNTAX-TABLE
syntax-table	Function	editor	syntax	syntax-table &optional BUFFER
syntax-table-p	Function	editor	syntax	syntax-table-p OBJECT
syntax-whitespace-p	Function	editor	syntax	syntax-whitespace-p CHAR &optional SYNTAX-TABLE
syntax-word-p	Function	editor	syntax	syntax-word-p CHAR &optional SYNTAX-TABLE
t	Variable	lisp	variables	-
tab-bar-add-item	Function	editor	menus	tab-bar-add-item BAR ITEM STRING &optional TOOLTIP MENU &key :first :last :before :after
tab-bar-current-item	Function	editor	menus	tab-bar-current-item BAR
tab-bar-delete-item	Function	editor	menus	tab-bar-delete-item BAR ITEM
tab-bar-find-item	Function	editor	menus	tab-bar-find-item BAR ITEM
tab-bar-list-items	Function	editor	menus	tab-bar-list-items BAR
tab-bar-modify-item	Function	editor	menus	tab-bar-modify-item BAR ITEM &optional STRING TOOLTIP MENU
tab-bar-select-item	Function	editor	menus	tab-bar-select-item BAR ITEM
tab-columns	Function	editor	text	tab-columns &optional BUFFER
tabify	Function	editor	text	tabify FROM TO
tagbody	Special Form	lisp	control-flow	tagbody {TAG|STATEMENT}*
tail-f	Function	editor	filesystem	tail-f FILENAME
